date,competition,home_team,score,away_team,venue
2020-11-15,Nations League,Netherlands,3-1,Bosnia and Herzegovina,"Amsterdam, Netherlands"
2020-11-18,Nations League,Bosnia and Herzegovina,0-2,Italy,"Zenica, Bosnia and Herzegovina"
2021-03-24,2022 World Cup qualification,Finland,2-2,Bosnia and Herzegovina,"Helsinki, Finland"
2021-03-27,Friendly,Bosnia and Herzegovina,0-0,Costa Rica,"Zenica, Bosnia and Herzegovina"
2021-03-31,2022 World Cup qualification,Bosnia and Herzegovina,0-1,France,"Sarajevo, Bosnia and Herzegovina"
2021-06-02,Friendly,Bosnia and Herzegovina,0-0,Montenegro,"Sarajevo, Bosnia and Herzegovina"
2021-06-06,Friendly,Denmark,2-0,Bosnia and Herzegovina,"Brøndby, Denmark"
2021-09-01,2022 World Cup qualification,France,1-1,Bosnia and Herzegovina,"Saint-Denis, France"
2021-09-04,Friendly,Bosnia and Herzegovina,1-0,Kuwait,"Zenica, Bosnia and Herzegovina"
2021-09-07,2022 World Cup qualification,Bosnia and Herzegovina,2-2,Kazakhstan,"Zenica, Bosnia and Herzegovina"
2021-10-09,2022 World Cup qualification,Kazakhstan,0-2,Bosnia and Herzegovina,"Nur-Sultan, Kazakhstan"
2021-10-12,2022 World Cup qualification,Ukraine,1-1,Bosnia and Herzegovina,"Lviv, Ukraine"
2021-11-13,2022 World Cup qualification,Bosnia and Herzegovina,1-3,Finland,"Zenica, Bosnia and Herzegovina"
2021-11-16,2022 World Cup qualification,Bosnia and Herzegovina,0-2,Ukraine,"Zenica, Bosnia and Herzegovina"
2021-12-18,Friendly,United States,1-0,Bosnia and Herzegovina,"Carson, United States"
2022-03-25,Friendly,Bosnia and Herzegovina,0-1,Georgia,"Zenica, Bosnia and Herzegovina"
2022-03-29,Friendly,Bosnia and Herzegovina,1-0,Luxembourg,"Zenica, Bosnia and Herzegovina"
2022-06-04,Nations League,Finland,1-1,Bosnia and Herzegovina,"Helsinki, Finland"
2022-06-07,Nations League,Bosnia and Herzegovina,1-0,Romania,"Zenica, Bosnia and Herzegovina"
2022-06-11,Nations League,Montenegro,1-1,Bosnia and Herzegovina,"Podgorica, Montenegro"
2022-06-14,Nations League,Bosnia and Herzegovina,3-2,Finland,"Zenica, Bosnia and Herzegovina"
2022-09-23,Nations League,Bosnia and Herzegovina,1-0,Montenegro,"Zenica, Bosnia and Herzegovina"
2022-09-26,Nations League,Romania,4-1,Bosnia and Herzegovina,"Bucharest, Romania"
2023-03-23,UEFA Euro 2024 qualifying,Bosnia and Herzegovina,3-0,Iceland,"Zenica, Bosnia and Herzegovina"
2023-03-26,UEFA Euro 2024 qualifying,Slovakia,2-0,Bosnia and Herzegovina,"Bratislava, Slovakia"
2023-06-17,UEFA Euro 2024 qualifying,Portugal,3-0,Bosnia and Herzegovina,"Lisbon, Portugal"
2023-06-20,UEFA Euro 2024 qualifying,Bosnia and Herzegovina,0-2,Luxembourg,"Zenica, Bosnia and Herzegovina"
2023-09-08,UEFA Euro 2024 qualifying,Bosnia and Herzegovina,2-1,Liechtenstein,"Zenica, Bosnia and Herzegovina"
2023-09-11,UEFA Euro 2024 qualifying,Iceland,1-0,Bosnia and Herzegovina,"Reykjavík, Iceland"
2023-10-13,UEFA Euro 2024 qualifying,Liechtenstein,0-2,Bosnia and Herzegovina,"Vaduz, Liechtenstein"
2023-10-16,UEFA Euro 2024 qualifying,Bosnia and Herzegovina,0-5,Portugal,"Zenica, Bosnia and Herzegovina"
2023-11-16,UEFA Euro 2024 qualifying,Luxembourg,4-1,Bosnia and Herzegovina,"Luxembourg City, Luxembourg"
2023-11-19,UEFA Euro 2024 qualifying,Bosnia and Herzegovina,1-2,Slovakia,"Zenica, Bosnia and Herzegovina"
2024-03-21,UEFA Euro 2024 qualifying,Bosnia and Herzegovina,1-2,Ukraine,"Zenica, Bosnia and Herzegovina"
2024-06-03,Friendly,England,3-0,Bosnia and Herzegovina,"Newcastle upon Tyne, England"
2024-06-09,Friendly,Italy,1-0,Bosnia and Herzegovina,"Empoli, Italy"
2024-09-07,Nations League,Netherlands,5-2,Bosnia and Herzegovina,"Eindhoven, Netherlands"
2024-09-10,Nations League,Hungary,0-0,Bosnia and Herzegovina,"Budapest, Hungary"
2024-10-11,Nations League,Bosnia and Herzegovina,1-2,Germany,"Zenica, Bosnia and Herzegovina"
2024-10-14,Nations League,Bosnia and Herzegovina,0-2,Hungary,"Zenica, Bosnia and Herzegovina"
2024-11-16,Nations League,Germany,7-0,Bosnia and Herzegovina,"Freiburg im Breisgau, Germany"
2024-11-19,Nations League,Bosnia and Herzegovina,1-1,Netherlands,"Zenica, Bosnia and Herzegovina"
2025-03-21,2026 World Cup qualification,Romania,0-1,Bosnia and Herzegovina,"Bucharest, Romania"
2025-03-24,2026 World Cup qualification,Bosnia and Herzegovina,2-1,Cyprus,"Zenica, Bosnia and Herzegovina"
2025-06-07,2026 World Cup qualification,Bosnia and Herzegovina,1-0,San Marino,"Zenica, Bosnia and Herzegovina"
2025-06-10,Friendly,Slovenia,2-1,Bosnia and Herzegovina,"Celje, Slovenia"
2025-09-06,2026 World Cup qualification,San Marino,0-6,Bosnia and Herzegovina,"Serravalle, San Marino"
2025-09-09,2026 World Cup qualification,Bosnia and Herzegovina,1-2,Austria,"Zenica, Bosnia and Herzegovina"
2025-10-09,2026 World Cup qualification,Cyprus,2-2,Bosnia and Herzegovina,"Larnaca, Cyprus"
2025-10-12,Friendly,Malta,1-4,Bosnia and Herzegovina,"Ta' Qali, Malta"
2025-11-15,2026 World Cup qualification,Bosnia and Herzegovina,3-1,Romania,"Zenica, Bosnia and Herzegovina"
2025-11-18,2026 World Cup qualification,Austria,1-1,Bosnia and Herzegovina,"Vienna, Austria"
2026-03-26,2026 World Cup qualification play-offs,Wales,1-1,Bosnia and Herzegovina,"Cardiff, Wales"
2026-03-31,2026 World Cup qualification play-offs,Bosnia and Herzegovina,1-1,Italy,"Zenica, Bosnia and Herzegovina"
2020-01-07,Friendly,Canada,4-1,Barbados,"Irvine, California, United States"
2020-01-10,Friendly,Canada,4-1,Barbados,"Irvine, California, United States"
2020-01-15,Friendly,Canada,0-1,Iceland,"Irvine, California, United States"
2021-03-25,2022 World Cup qualification R1,Canada,5-1,Bermuda,"Orlando, Florida, United States"
2021-03-29,2022 World Cup qualification R1,Cayman Islands,0-11,Canada,"Bradenton, Florida, United States"
2021-06-05,2022 World Cup qualification R1,Aruba,0-7,Canada,"Bradenton, Florida, United States"
2021-06-08,2022 World Cup qualification R1,Canada,4-0,Suriname,"Bridgeview, Illinois, United States"
2021-06-12,2022 World Cup qualification R2,Haiti,0-1,Canada,"Port-au-Prince, Haiti"
2021-06-15,2022 World Cup qualification R2,Canada,3-0,Haiti,"Bridgeview, Illinois, United States"
2021-07-11,2021 Gold Cup GS,Canada,4-1,Martinique,"Kansas City, Kansas, United States"
2021-07-15,2021 Gold Cup GS,Haiti,1-4,Canada,"Kansas City, Kansas, United States"
2021-07-18,2021 Gold Cup GS,United States,1-0,Canada,"Kansas City, Kansas, United States"
2021-07-25,2021 Gold Cup QF,Costa Rica,0-2,Canada,"Arlington, Texas, United States"
2021-09-02,2022 World Cup qualification R3,Canada,1-1,Honduras,"Toronto, Ontario"
2021-09-05,2022 World Cup qualification R3,United States,1-1,Canada,"Nashville, Tennessee, United States"
2021-09-08,2022 World Cup qualification R3,Canada,3-0,El Salvador,"Toronto, Ontario"
2021-10-10,2022 World Cup qualification R3,Jamaica,0-0,Canada,"Kingston, Jamaica"
2021-10-13,2022 World Cup qualification R3,Canada,4-1,Panama,"Toronto, Ontario"
2021-11-12,2022 World Cup qualification R3,Canada,1-0,Costa Rica,"Edmonton, Alberta"
2022-01-27,2022 World Cup qualification R3,Honduras,0-2,Canada,"San Pedro Sula, Honduras"
2022-01-30,2022 World Cup qualification R3,Canada,2-0,United States,"Hamilton, Ontario"
2022-02-02,2022 World Cup qualification R3,El Salvador,0-2,Canada,"San Salvador, El Salvador"
2022-03-24,2022 World Cup qualification R3,Costa Rica,1-0,Canada,"San José, Costa Rica"
2022-03-27,2022 World Cup qualification R3,Canada,4-0,Jamaica,"Toronto, Ontario"
2022-03-30,2022 World Cup qualification R3,Panama,1-0,Canada,"Panama City, Panama"
2022-06-09,2022–23 Nations League A,Canada,4-0,Curaçao,"Vancouver, British Columbia"
2022-06-13,2022–23 Nations League A,Honduras,2-1,Canada,"San Pedro Sula, Honduras"
2022-09-23,Friendly,Canada,2-0,Qatar,"Vienna, Austria"
2022-09-27,Friendly,Canada,0-2,Uruguay,"Bratislava, Slovakia"
2022-11-11,Friendly,Bahrain,2-2,Canada,"Isa Town, Bahrain"
2022-11-17,Friendly,Canada,2-1,Japan,"Dubai, United Arab Emirates"
2022-11-23,2022 World Cup GS,Belgium,1-0,Canada,"Al Rayyan, Qatar"
2022-11-27,2022 World Cup GS,Croatia,4-1,Canada,"Al Rayyan, Qatar"
2022-12-01,2022 World Cup GS,Canada,1-2,Morocco,"Doha, Qatar"
2023-03-25,2022–23 Nations League A,Curaçao,0-2,Canada,"Willemstad, Curaçao"
2023-03-28,2022–23 Nations League A,Canada,4-1,Honduras,"Toronto, Ontario"
2023-06-15,2023 Nations League SF,Panama,0-2,Canada,"Paradise, Nevada, United States"
2023-06-18,2023 Nations League F,Canada,0-2,United States,"Paradise, Nevada, United States"
2023-06-27,2023 Gold Cup GS,Canada,2-2,Guadeloupe,"Toronto, Ontario"
2023-07-01,2023 Gold Cup GS,Guatemala,0-0,Canada,"Houston, Texas, United States"
2023-07-04,2023 Gold Cup GS,Canada,4-2,Cuba,"Houston, Texas, United States"
2023-07-09,2023 Gold Cup QF,United States,2-2,Canada,"Cincinnati, Ohio, United States"
2023-10-13,Friendly,Japan,4-1,Canada,"Niigata, Japan"
2023-11-18,2023–24 Nations League QF,Jamaica,1-2,Canada,"Kingston, Jamaica"
2023-11-21,2023–24 Nations League QF,Canada,2-3,Jamaica,"Toronto, Ontario"
2024-03-23,2024 Copa América qualifying,Canada,2-0,Trinidad and Tobago,"Frisco, Texas, United States"
2024-06-06,Friendly,Netherlands,4-0,Canada,"Rotterdam, Netherlands"
2024-06-09,Friendly,France,0-0,Canada,"Bordeaux, France"
2024-06-20,2024 Copa América GS,Argentina,2-0,Canada,"Atlanta, Georgia, United States"
2024-06-25,2024 Copa América GS,Peru,0-1,Canada,"Kansas City, Kansas, United States"
2024-06-29,2024 Copa América GS,Canada,0-0,Chile,"Orlando, Florida, United States"
2024-07-05,2024 Copa América QF,Venezuela,1-1,Canada,"Arlington, Texas, United States"
2024-07-09,2024 Copa América SF,Argentina,2-0,Canada,"East Rutherford, New Jersey, United States"
2024-07-13,2024 Copa América 3rd place,Canada,2-2,Uruguay,"Charlotte, North Carolina, United States"
2024-09-07,Friendly,United States,1-2,Canada,"Kansas City, Kansas, United States"
2024-10-15,Friendly,Canada,2-1,Panama,"Toronto, Ontario"
2024-11-15,2024–25 Nations League QF,Suriname,0-1,Canada,"Paramaribo, Suriname"
2024-11-19,2024–25 Nations League QF,Canada,3-0,Suriname,"Toronto, Ontario"
2025-03-23,2025 Nations League 3rd place,Canada,2-1,United States,"Inglewood, California, United States"
2025-06-07,2025 Canadian Shield,Canada,4-2,Ukraine,"Toronto, Ontario"
2025-06-10,2025 Canadian Shield,Canada,0-0,Ivory Coast,"Toronto, Ontario"
2025-06-17,2025 Gold Cup GS,Canada,6-0,Honduras,"Vancouver, British Columbia"
2025-06-21,2025 Gold Cup GS,Curaçao,1-1,Canada,"Houston, Texas, United States"
2025-06-24,2025 Gold Cup GS,Canada,2-0,El Salvador,"Houston, Texas, United States"
2025-06-29,2025 Gold Cup QF,Canada,1-1,Guatemala,"Minneapolis, Minnesota, United States"
2025-09-05,Friendly,Romania,0-3,Canada,"Bucharest, Romania"
2025-09-09,Friendly,Wales,0-1,Canada,"Swansea, Wales"
2025-10-10,Friendly,Canada,0-1,Australia,"Montreal, Quebec"
2025-10-14,Friendly,Colombia,0-0,Canada,"Harrison, New Jersey, United States"
2025-11-13,Friendly,Canada,0-0,Ecuador,"Toronto, Ontario"
2025-11-18,Friendly,Venezuela,0-2,Canada,"Fort Lauderdale, Florida, United States"
2026-03-28,Friendly,Canada,2-2,Iceland,"Toronto, Ontario"
2026-03-31,Friendly,Canada,0-0,Tunisia,"Toronto, Ontario"
2020-10-12,Friendly,Ghana,5-1,Qatar,"Aksu, Turkey"
2020-11-13,Friendly,Costa Rica,1-1,Qatar,"Maria Enzersdorf, Austria"
2020-12-04,2022 World Cup qualification,Qatar,5-0,Bangladesh,"Al Rayyan, Qatar"
2021-03-24,Friendly,Qatar,1-0,Luxembourg,"Debrecen, Hungary"
2021-03-27,Friendly,Qatar,2-1,Azerbaijan,"Debrecen, Hungary"
2021-03-30,Friendly,Qatar,1-1,Republic of Ireland,"Debrecen, Hungary"
2021-06-03,2022 World Cup qualification,India,0-1,Qatar,"Al Rayyan, Qatar"
2021-06-07,2022 World Cup qualification,Oman,0-1,Qatar,"Al Rayyan, Qatar"
2021-07-04,Friendly,Qatar,1-0,El Salvador,"Pula, Croatia"
2021-07-13,2021 Gold Cup,Qatar,3-3,Panama,"Houston, United States"
2021-07-17,2021 Gold Cup,Grenada,0-4,Qatar,"Houston, United States"
2021-07-20,2021 Gold Cup,Honduras,0-2,Qatar,"Houston, United States"
2021-07-24,2021 Gold Cup QF,Qatar,3-2,El Salvador,"Glendale, United States"
2021-07-29,2021 Gold Cup SF,Qatar,0-1,United States,"Austin, United States"
2021-09-01,Friendly,Qatar,0-4,Serbia,"Debrecen, Hungary"
2021-09-04,Friendly,Qatar,1-3,Portugal,"Debrecen, Hungary"
2021-09-07,Friendly,Luxembourg,1-1,Qatar,"Luxembourg, Luxembourg"
2021-10-09,Friendly,Portugal,3-0,Qatar,"Faro / Loulé, Portugal"
2021-10-12,Friendly,Republic of Ireland,4-0,Qatar,"Dublin, Republic of Ireland"
2021-11-11,Friendly,Serbia,4-0,Qatar,"Belgrade, Serbia"
2021-11-14,Friendly,Azerbaijan,2-2,Qatar,"Baku, Azerbaijan"
2021-11-30,2021 FIFA Arab Cup,Qatar,1-0,Bahrain,"Al Khor, Qatar"
2021-12-03,2021 FIFA Arab Cup,Oman,1-2,Qatar,"Al Rayyan, Qatar"
2021-12-06,2021 FIFA Arab Cup,Qatar,3-0,Iraq,"Al Khor, Qatar"
2021-12-10,2021 FIFA Arab Cup QF,Qatar,5-0,United Arab Emirates,"Al Khor, Qatar"
2021-12-15,2021 FIFA Arab Cup SF,Qatar,1-2,Algeria,"Doha, Qatar"
2021-12-18,2021 FIFA Arab Cup 3rd,Egypt,0-0,Qatar,"Doha, Qatar"
2022-03-26,Friendly,Qatar,2-1,Bulgaria,"Al Rayyan, Qatar"
2022-03-29,Friendly,Qatar,0-0,Slovenia,"Al Rayyan, Qatar"
2022-08-20,Friendly,Qatar,2-2,Morocco,"Wiener Neustadt, Austria"
2022-08-26,Friendly,Qatar,1-1,Jamaica,"Wiener Neustadt, Austria"
2022-09-23,Friendly,Qatar,0-2,Canada,"Vienna, Austria"
2022-09-27,Friendly,Qatar,2-2,Chile,"Vienna, Austria"
2022-10-13,Unofficial friendly,Qatar,2-1,Nicaragua,"San Pedro Alcántara, Spain"
2022-10-23,Friendly,Qatar,2-0,Guatemala,"San Pedro Alcántara, Spain"
2022-10-27,Friendly,Qatar,1-0,Honduras,"Marbella, Spain"
2022-11-05,Friendly,Qatar,2-1,Panama,"Marbella, Spain"
2022-11-09,Friendly,Albania,0-1,Qatar,"Marbella, Spain"
2022-11-20,2022 FIFA World Cup,Qatar,0-2,Ecuador,"Al Khor, Qatar"
2022-11-25,2022 FIFA World Cup,Qatar,1-3,Senegal,"Doha, Qatar"
2023-06-15,Friendly,Jamaica,1-2,Qatar,"Wiener Neustadt, Austria"
2023-12-31,Friendly,Qatar,3-0,Cambodia,"Al Rayyan, Qatar"
2024-01-05,Friendly,Qatar,1-2,Jordan,"Al Rayyan, Qatar"
2024-02-03,2023 AFC Asian Cup QF,Qatar,1-1,Uzbekistan,"Al Khor, Qatar"
2024-02-07,2023 AFC Asian Cup SF,Iran,2-3,Qatar,"Doha, Qatar"
2024-02-10,2023 AFC Asian Cup F,Jordan,1-3,Qatar,"Lusail, Qatar"
2024-03-21,2026 FIFA WCQ & 2027 ACQ R2,Qatar,3-0,Kuwait,"Al Rayyan, Qatar"
2024-03-26,2026 FIFA WCQ & 2027 ACQ R2,Kuwait,1-2,Qatar,"Farwaniya, Kuwait"
2024-06-06,2026 FIFA WCQ & 2027 ACQ R2,Afghanistan,0-0,Qatar,"Hofuf, Saudi Arabia"
2024-06-11,2026 FIFA WCQ & 2027 ACQ R2,Qatar,2-1,India,"Al Rayyan, Qatar"
2024-09-05,2026 World Cup qualification,Qatar,1-3,United Arab Emirates,"Al Rayyan, Qatar"
2024-09-10,2026 World Cup qualification,North Korea,2-2,Qatar,"Vientiane, Laos"
2024-10-10,2026 World Cup qualification,Qatar,3-1,Kyrgyzstan,"Doha, Qatar"
2024-10-15,2026 World Cup qualification,Iran,4-1,Qatar,"Dubai, United Arab Emirates"
2024-11-14,2026 World Cup qualification,Qatar,3-2,Uzbekistan,"Doha, Qatar"
2024-11-19,2026 World Cup qualification,United Arab Emirates,5-0,Qatar,"Abu Dhabi, United Arab Emirates"
2024-12-21,26th Arabian Gulf Cup GS,Qatar,1-1,United Arab Emirates,"Kuwait City, Kuwait"
2024-12-24,26th Arabian Gulf Cup GS,Oman,2-1,Qatar,"Kuwait City, Kuwait"
2024-12-27,26th Arabian Gulf Cup GS,Kuwait,1-1,Qatar,"Kuwait City, Kuwait"
2025-03-20,2026 World Cup qualification,Qatar,5-1,North Korea,"Doha, Qatar"
2025-03-25,2026 World Cup qualification,Kyrgyzstan,3-1,Qatar,"Bishkek, Kyrgyzstan"
2025-06-05,2026 World Cup qualification,Qatar,1-0,Iran,"Doha, Qatar"
2025-06-10,2026 World Cup qualification,Uzbekistan,3-0,Qatar,"Tashkent, Uzbekistan"
2020-09-03,2020–21 Nations League,Ukraine,2-1,Switzerland,"Lviv, Ukraine"
2020-09-06,2020–21 Nations League,Switzerland,1-1,Germany,"Basel, Switzerland"
2020-10-07,Friendly,Switzerland,1-2,Croatia,"St. Gallen, Switzerland"
2020-10-10,2020–21 Nations League,Spain,1-0,Switzerland,"Madrid, Spain"
2020-10-13,2020–21 Nations League,Germany,3-3,Switzerland,"Cologne, Germany"
2020-11-11,Friendly,Belgium,2-1,Switzerland,"Leuven, Belgium"
2020-11-14,2020–21 Nations League,Switzerland,1-1,Spain,"Basel, Switzerland"
2020-11-17,2020–21 Nations League,Switzerland,3-0,Ukraine,"Lucerne, Switzerland"
2021-03-25,2022 World Cup qualification,Bulgaria,1-3,Switzerland,"Sofia, Bulgaria"
2021-03-28,2022 World Cup qualification,Switzerland,1-0,Lithuania,"St. Gallen, Switzerland"
2021-03-31,Friendly,Switzerland,3-2,Finland,"St. Gallen, Switzerland"
2021-05-30,Friendly,Switzerland,2-1,United States,"St. Gallen, Switzerland"
2021-06-03,Friendly,Switzerland,7-0,Liechtenstein,"St. Gallen, Switzerland"
2021-06-12,Euro 2020 Group A,Wales,1-1,Switzerland,"Baku, Azerbaijan"
2021-06-16,Euro 2020 Group A,Italy,3-0,Switzerland,"Rome, Italy"
2021-06-20,Euro 2020 Group A,Switzerland,3-1,Turkey,"Baku, Azerbaijan"
2021-06-28,Euro 2020 R16,France,3-3,Switzerland,"Bucharest, Romania"
2021-07-02,Euro 2020 QF,Switzerland,1-1,Spain,"Saint Petersburg, Russia"
2021-09-01,Friendly,Switzerland,2-1,Greece,"Basel, Switzerland"
2021-09-05,2022 World Cup qualification,Switzerland,0-0,Italy,"Basel, Switzerland"
2021-09-08,2022 World Cup qualification,Northern Ireland,0-0,Switzerland,"Belfast, Northern Ireland"
2021-10-09,2022 World Cup qualification,Switzerland,2-0,Northern Ireland,"Geneva, Switzerland"
2021-10-12,2022 World Cup qualification,Lithuania,0-4,Switzerland,"Vilnius, Lithuania"
2021-11-12,2022 World Cup qualification,Italy,1-1,Switzerland,"Rome, Italy"
2021-11-15,2022 World Cup qualification,Switzerland,4-0,Bulgaria,"Lucerne, Switzerland"
2022-03-26,Friendly,England,2-1,Switzerland,"London, England"
2022-03-29,Friendly,Switzerland,1-1,Kosovo,"Zürich, Switzerland"
2022-06-05,2022–23 Nations League,Portugal,4-0,Switzerland,"Lisbon, Portugal"
2022-06-09,2022–23 Nations League,Switzerland,0-1,Spain,"Geneva, Switzerland"
2022-06-12,2022–23 Nations League,Switzerland,1-0,Portugal,"Geneva, Switzerland"
2022-09-24,2022–23 Nations League,Spain,1-2,Switzerland,"Zaragoza, Spain"
2022-11-17,Friendly,Ghana,2-0,Switzerland,"Abu Dhabi, United Arab Emirates"
2022-11-24,2022 World Cup Group G,Switzerland,1-0,Cameroon,"Al Wakrah, Qatar"
2022-11-28,2022 World Cup Group G,Brazil,1-0,Switzerland,"Doha, Qatar"
2022-12-02,2022 World Cup Group G,Serbia,2-3,Switzerland,"Doha, Qatar"
2022-12-06,2022 World Cup R16,Portugal,6-1,Switzerland,"Lusail, Qatar"
2023-03-25,UEFA Euro 2024 qualifying,Belarus,0-5,Switzerland,"Novi Sad, Serbia"
2023-03-28,UEFA Euro 2024 qualifying,Switzerland,3-0,Israel,"Geneva, Switzerland"
2023-06-16,UEFA Euro 2024 qualifying,Andorra,1-2,Switzerland,"Andorra la Vella, Andorra"
2023-06-19,UEFA Euro 2024 qualifying,Switzerland,2-2,Romania,"Lucerne, Switzerland"
2023-09-09,UEFA Euro 2024 qualifying,Kosovo,2-2,Switzerland,"Pristina, Kosovo"
2023-09-12,UEFA Euro 2024 qualifying,Switzerland,3-0,Andorra,"Sion, Switzerland"
2023-10-15,UEFA Euro 2024 qualifying,Switzerland,3-3,Belarus,"St. Gallen, Switzerland"
2023-11-15,UEFA Euro 2024 qualifying,Israel,1-1,Switzerland,"Felcsút, Hungary"
2023-11-18,UEFA Euro 2024 qualifying,Switzerland,1-1,Kosovo,"Basel, Switzerland"
2023-11-21,UEFA Euro 2024 qualifying,Romania,1-0,Switzerland,"Bucharest, Romania"
2024-03-23,Friendly,Denmark,0-0,Switzerland,"Copenhagen, Denmark"
2024-03-26,Friendly,Republic of Ireland,0-1,Switzerland,"Dublin, Ireland"
2024-06-04,Friendly,Switzerland,4-0,Estonia,"Lucerne, Switzerland"
2024-06-08,Friendly,Switzerland,1-1,Austria,"St. Gallen, Switzerland"
2024-06-15,Euro 2024 Group A,Hungary,1-3,Switzerland,"Cologne, Germany"
2024-06-19,Euro 2024 Group A,Scotland,1-1,Switzerland,"Cologne, Germany"
2024-06-23,Euro 2024 Group A,Switzerland,1-1,Germany,"Frankfurt, Germany"
2024-06-29,Euro 2024 R16,Switzerland,2-0,Italy,"Berlin, Germany"
2024-07-06,Euro 2024 QF,England,1-1,Switzerland,"Düsseldorf, Germany"
2024-09-05,2024–25 Nations League,Denmark,2-0,Switzerland,"Copenhagen, Denmark"
2024-09-08,2024–25 Nations League,Switzerland,1-4,Spain,"Geneva, Switzerland"
2024-10-12,2024–25 Nations League,Serbia,2-0,Switzerland,"Leskovac, Serbia"
2024-10-15,2024–25 Nations League,Switzerland,2-2,Denmark,"St. Gallen, Switzerland"
2024-11-15,2024–25 Nations League,Switzerland,1-1,Serbia,"Zürich, Switzerland"
2024-11-18,2024–25 Nations League,Spain,3-2,Switzerland,"Santa Cruz de Tenerife, Spain"
2025-03-21,Friendly,Northern Ireland,1-1,Switzerland,"Belfast, Northern Ireland"
2025-03-25,Friendly,Switzerland,3-1,Luxembourg,"St. Gallen, Switzerland"
2025-06-10,Friendly,United States,0-4,Switzerland,"Nashville, United States"
